In;Out;Duration;ID;Text;Phase;Subphase;Context;Chain;Origin;From;To
0.48.13;0.49.28;0.01.15;108;あ じゃあ 僕 の ほう から お話させていただきます 自分 で 何 か 自分 の 強み を 話す って なんか 恥ずかしい です ね はい。 一応 そう です ね 僕 の 中 で 出し た の は そう ですね えーと 一番 この スタート アップ に 必要 か な と 思う の は 僕 が 出し た 中 で は 長期インターン を している ん です けど あそこ で 培っ た 営業 力 みたい な もの は 結構 実務 的 に も 生かせる の か な と 思っ て て 僕 も もちろん 事前 の リサーチ を する ん です けど ある程度 初対面 の お客 さま の ところ に 行っ て 良く やっ てる の はフェイス toフェイス マーケティング って いっ て 対面 で 個別 に 営業 する やつ な ん です けども そういう ところ で 培っ た 営業 力 みたい な ところ っていう の は 比較的 直接 スキル として 生かせる ん じゃ ない の か な っていう ところ と あと は 僕 実際 に ちょっと 地域 が 違う ん です けど 長野 県 の 木島平 って ところ で 地域 イノベーション を やっ た こと が ある ので あそこ の ノウハウ とか も 使える か な って 思い ます し あと 僕 学生 団体 を 運営 し て いる ので そこ の マネジメント スキル みたい な ところ も 生かせる か な と 思います それ を 総括 し て 行動 力 みたい な ところ も 出せ ん じゃ ない か な と 俺 なんか 恥ずかしい です ごめんなさい。;discussion;d;O;2;107;T;R
0.49.29;0.49.40;0.00.11;109;めっちゃ すごい 営業 とか 全然 でき ない ので 尊敬 です 笑 ありがとう ござい ます。;discussion;d;ET;3;108;R;T
0.49.43;0.50.38;0.00.55;110;次話します 僕 は 一番 左側 の 立場 だっ た ん です けど 笑 たぶん いろいろ お話 さ いただい てる ん です けども まず 建築 的 な 何 か もう 年 だっ たり とか 単純 な 細かい 部分 の 視点 だっ たり とか 私 は 東京 に 住ん でる っていう の は 単純 に あまり 地方 に 行っ た こと が ない ので あの 大きく ならでは の 視点 が あっ 地方 に こういう の 求め てる って いう の が ある ん じゃ ない か な って いう の が あとは 3つ目の 物事 の 客観し とか 相談 を 受ける っていう の は いろいろ 友達 の 就活 だ とか 相談とか 受け たり する 経験 が あっ たり とか あと 興味 の 方向 性 とか たぶん 好奇 心 という よう な 言葉に も 置き換え られる ん です けど どんな こと に 興味 が ある ので そういう の も 活か せる ん じゃ ない か な って いう と あと 色々 アルバイト 経験 飲食 から コール センター いろいろ やってき た んで 年代 関係 なく 話す てる って いう の も 一向に 良い か な と 思い ます 以上です;discussion;d;O;4;110;H;R
0.50.40;0.50.46;0.00.06;111;いい です ね 何 か 地域 で 大事 です よ ね 何 か いろいろ な 人 と 話せる の さ れ て ください;discussion;d;G;5;110;R;H
0.50.48;0.51.30;0.00.42;112;じゃあ 私 も 話し ちゃう か な 上 の 方 の 左 の 方 に ある よう な 何 か 実は 写真 を 撮る 仕事 を ちょこちょこ し て い たり だ とか 食べ物 関係 の 写真 を 撮っ たり する こと が 多い です あと は 何 か ちょこっと 話し た かも しれ ませ ん けど ハーブ ティー の 製造 販売 みたい な こと を やっ たり し て いる ので その 商品 開発 とか 食品 の 開発 や レシピ の 作成 みたい な こと が でき たり あと 文章 を 書い たり だ とか ウェブ を 作っ たり とか あと ブランディング みたい な こと は でき たり し ます。 で イベント の 企画 とか も やっ たり カフェ を 立ち 上げ た 経験 とか も あっ たり する ので その 辺 で も ちょこっと お力 に なれる か な と 思い ながら 書い て まし た こんな 感じ です。;discussion;d;O;6;112;R;all
0.51.36;0.51.38;0.00.01;113;カフェ 立ち 上げ た こと ある ん です か。;discussion;d;Q;7;112;T;R
0.51.38;0.51.43;0.00.05;114;友達 が 立ち 上げる の 手伝っ て まし た。 いろいろ 食器 選ん だり。;discussion;d;A;8;113;R;T
0.51.43;0.51.46;0.00.03;115;めちゃめちゃ すごい です 起業 は すごい と 思い ます ね。;discussion;d;E;9;114;T;R
0.51.46;0.51.48;0.00.02;116;いやーまあ 手伝っ て た だけ です けど 私 も;discussion;d;A;10;115;T;R
0.51.50;0.51.50;0.00.00;117;すいませ ん めちゃくちゃ 音声 オフ に し て て 皆さん喋ってるの気づかなかった;discussion;d;R;11;117;A;all
0.51.56;0.51.56;0.00.00;118;大変だ;discussion;d;E;12;117;R;A
0.51.57;0.51.59;0.00.03;119;今 何 か 大事 な こと は 話し て まし たか;discussion;d;Q;13;118;A;R
0.52.00;0.52.08;0.00.08;120;今 は それぞれ どんな こと 書い たかみたいなことを軽く。 聞こえ てる か な って ちょっと 思っ てました 。.;discussion;d;A;14;119;R;A
0.52.08;0.52.18;0.00.10;121;全然 聞こえ なかっ た ごめんなさい いやいや申し訳ない ない え どうしよう 今 どなた まで;discussion;d;OQ;15;120;A;R
0.52.19;0.52.20;0.00.01;122;3 人 しゃべりました;discussion;d;A;16;121;R;A
0.52.27;0.52.29;0.00.02;123;ごめんなさいええ え.;discussion;d;V;17;122;A;R
0.52.30;0.52.30;0.00.00;124;でも どうしようかな.;discussion;d;O;18;123;R;A
0.52.30;0.52.30;0.00.00;125;堀向さんはまだ;discussion;d;O;19;124;A;R
0.52.34;0.52.36;0.00.01;126;堀 向 さん まだ;discussion;d;O;20;124;R;A
0.52.36;0.52.36;0.00.00;127;あ。;discussion;d;O;21;126;A;R
0.52.38;0.52.40;0.00.03;128;じゃあ 堀 向 さん どう です か。;discussion;d;Q;22;127;R;Y
0.52.41;0.53.24;0.00.43;129;先 に しちゃいます 。 すみません 僕 が この 下 の 二つ で. さっき 駅 東京 に 住ん でる って ところ が強み強みと言ったときに今度 逆 に これ 反対 の アレ で 茅野 市 に 住ん で て 地元 を 知っ てる っていう ところ と あと やっぱ 大学 地元 に ある 大学 に 勤め てる って とこ が やっぱり 大きい か な と思いますね。 やっぱり 大学 地方 に ある 大学 って そんなに ない と 思う の で な なので そういった ところ で 強み に すごく 強み に なっ て いる か な と 思い ます。 でも 大学 に務めているということでやっぱり若者と接する場面も凄くの多いのでそういったところ も メリット に なる な と 思い ます はい 以上 です。;discussion;d;O;23;128;Y;R
0.53.28;0.53.29;0.00.01;130;ありがとう ござい ます;discussion;d;T;24;129;R;Y
0.53.30;0.54.39;0.01.09;131;じゃあ 話し ます と なんか 事務的 な こと で 言う と えーと 大学 で 製品 と 製品 だけ じゃ なく て サービス とか実体 が ない アプリ とか の その どう やっ て 作っ て く の か みたい な 勉強 も し てる ので 何 だろ う 最後 に 実現 さ せる とき の 何 だろ う 実現 可能 性 じゃ ない けど 段取り は踏める か な って いう の と 高校 時代 とか に ボランティア で 地方 とか と いろんな 世代 の 人 と 会っ て たり し て 人 の 話 を 聞い たり とか いろんな 立場 の 人 の 気持ち 考え て モノ を 作っ て いく の が すごく 好き な ので なん だろ う その コンセプト が あんまり 無機質 に なら ない よう な 考え方 は でき てる か な って いう の は 強み と あと は わり と いろんな 団体 に 所属 し て い た ので 人 と 人 と の つながり とか は を つなげる 役割 とか は すごく 好き な んで それ が 強み か な っていう 風 に 思い ます。;discussion;d;O;25;131;A;R
0.54.42;0.54.52;0.00.09;132;ありがとう ござい ます すごい いろんな 経験 さ れ て き た ん です ね 私 たち3人の こと も かいつまん で 話し て おくと;discussion;d;GO;26;131;R;A
0.54.52;0.54.53;0.00.01;133;お願い し ます。;discussion;d;G;27;132;A;R
0.54.53;0.55.35;0.00.42;134;はい また 小村 さん は 建築 的 な バックグラウンド を 持ち だっ たり 東京 に 住ん で いる みたい な 視点 を 生かせる ん じゃ ない か みたい な お話 と あと は バイト で いろいろ と 接客 とか も やっ て い た 経験 も ある から 年代 関係 なく いろいろ コミュニケーション が 取る こと が できる という ふう に おっしゃっ て た また 小松 さん の 方 は 営業 とか も インターン とか で 培っ て こ られ た 経験 が あっ たり する とか 学生 団体 とか も 作っ て おら れる みたい な こと が あっ たり し た ので そういった チーム ビルディング みたい な ところ も できる ん じゃ ない か みたい な 感じ で おっしゃっ て まし た はい 私 は 食品 の 開発 とか を やっ た こと が ある し カフェ の 立ち 上げ とか を やっ たり ブランディング とか その へん が でき たり する か な という お話 を し て まし た;discussion;d;O;28;133;R;A
0.55.36;0.55.38;0.00.02;135;ありがとう ござい ます。 ばっちり分かりました 。;discussion;d;T;29;134;A;R
0.55.43;0.55.46;0.00.03;136;じゃあ これ を 結びつけ て いく ん です ね。;discussion;c;O;1;136;R;all
0.55.51;0.55.57;0.00.06;137;あと 多分 もう ひとつ 何 か。 その スタートアップ として 何 を し たい か みたい な。 多分 さっき おっしゃっ て た と 思うので.;discussion;c;O;2;136;T;R
0.55.57;0.55.57;0.00.00;138;確かに;discussion;c;G;3;137;R;T
0.55.59;0.56.13;0.00.14;139;今 多分 その 自分 の スキル と スキル みたい な もの は 一応挙げた と 思う ん です けど じゃあ 実際 に その 諏訪とか茅野地域 で 何 し たい の か みたい な ところ を たぶん 共通 認識 として 持っ て おく と 具体 的 に 決まっ て いく の か な って 思う ので そこ も ちょっと 時間 外 と った方が良いかなって思います;discussion;c;O;4;138;T;R
0.56.15;0.56.19;0.00.04;140;じゃあ 今 の スタート アップ の 上 の 方 に 1 個 場所 作り ます ね;discussion;c;P;5;139;A;T
0.56.20;0.56.21;0.00.01;141;ありがとう ござい ます。;discussion;c;V;6;140;R;A
0.56.26;0.56.34;0.00.08;142;どん なんだろ う どんな こと を 何 を方向 性 じゃ ない ですよね。 なんか あんまり;discussion;d;O;7;142;A;R
0.56.36;0.56.40;0.00.04;143;その チーム の 強み とか です か なん だろ う;discussion;d;O;8;142;R;A
0.56.43;0.56.56;0.00.13;144;あなんか 僕 は さっき 言ったのはスタート アップ の 目的 事業 立ち 上げ の 目的 その いわゆる 企業 理念 みたい な やつ。 理念 じゃ なく て も いい と は 思う ん です けど 何でそれ やる ん だ っていう ところ か な と 思います;discussion;d;O;9;143;T;R
0.56.57;0.56.59;0.00.02;145;ミッション 的 な 部分 です よ ね。;discussion;d;G;10;144;R;T
0.57.00;0.57.12;0.00.12;146;そうですね これ に 参加 し てる って ところ に もう すでに なんか やる こと に は なっ てる か な と 思う ん です けども一応 の 運営 主体 と なっ た 場合 に なんで それ を やる の か って とこ 意識 し た 方 が いい か な って 思っ て ます。.;discussion;d;O;11;145;T;R
0.57.13;0.57.13;0.00.01;147;うーん 大事。.;discussion;d;G;12;146;R;T
0.57.15;0.57.20;0.00.05;148;今 は じゃあ 上 に あ ごめんなさい どうぞ。;plan;d;O;1;148;A;H
0.57.21;0.57.26;0.00.05;149;あ これ また また 各自 で あげ て って 発表 する 感じ で 大丈夫 です か。;plan;d;P;2;148;H;all
0.57.27;0.57.28;0.00.01;150;それ が やり やすい です よ ね;plan;d;O;3;149;R;H
0.57.29;0.57.29;0.00.00;151;分かりました;plan;d;V;4;150;H;R
0.57.30;0.57.37;0.00.07;152;上 に 灰色 の 何 か 付箋 みたい な の 張っ た んで その 周り に 書い て もらえ たら 分かり やすいかな.;plan;d;O;5;152;A;all
0.57.38;0.57.38;0.00.00;153;ありがとうございます;plan;d;T;6;152;H;A
1.02.05;1.02.07;0.00.01;154;どんな 感じ です か。;plan;d;Q;7;154;R;all
1.02.10;1.02.11;0.00.01;155;大丈夫 です.;plan;d;A;8;154;T;R
1.02.12;1.02.13;0.00.01;156;大丈夫 です.;plan;d;A;9;154;A;R
1.02.13;1.02.13;0.00.00;157;大丈夫です;plan;d;A;10;154;H;R
1.02.13;1.02.17;0.00.04;158;はい 私 も さぁ また 喋りたい 人 から。;discussion;d;AI;1;157;R;all
1.02.27;1.04.12;0.01.45;159;あ じゃあ 僕 の 方 から 話さ せ て いただき たい と 僕 の 中 で は ちょっと あまりまだ 煮詰まっ て は い ない ん です けど ぼんやり として 思っ て いる の が まずはその これ に 参加 し た 動機 で も ある ん です けど 地域 の 活性 化 を し たい な って いう の が あっ て 今 それ を 一番 の 理念 として 置い て おき たい ん です けど 僕 の 中 で 考え て た の は 今 も ずっと 僕 は 大学 で 地域 の 活性 化 関連 の 授業 を とっ て て 思っ て て 考え 続け てる こと で も ある ん です けども 地域 の 活性 化 って 聞こえ は いい ん です けど 具体 的 に 何 の こと 言っ てる ん だろ う みたい な ところ 僕 は ずっと 考え 続け て て 今 は 僕 の 中 で 今 の 結論 として は 学生 が 結構 主体 に なっ て 動く の が その 地域 の 活性 化 に は いい ん じゃ ない か って いう こと で 一応 その 会社 の 理念 として は と まあ 基礎講演 で言っ て た と 思う ん です けど なんか その コンパクト シティ に する の が 結構 いい 地域 だ って こと を おっしゃっ て い た ので それ が 逆 に も 逆手 に 取っ て 実際 に まだ多分日本 で 成功 し た コンパクトシティ の 例 っていう の は あんまり ない と 思う ので それ を 実験 し て みる ちょっと 言い方 悪い です けど そういう こと が 実現 できる 場 に し て みる っていう の を スタート アップ として できれ ば いい か な っていう ところ を そこにまあ 学生 インターン とかを 特に諏訪公立諏訪の 大学生 とか を 呼ん だり とかし て 実際 に 僕 も 営業 で やっ てる みたいに 大学生 が 事業 を 起こし て いく場 に できれ ば 場 に し て いく って こと を 理念 に し たり だ とか あと は それ に も 付随 する 形 に なる ん です けど まとめ て 学生 が 集まる あと 僕 たち 学生 として も やる っていう 想定 で 学生 が その 事業 を 運営 し て いく よう な 事を理念してみたらいい ん じゃ ない の か な と 思い まし た。 以上 です。;discussion;d;O;2;158;T;R
1.04.16;1.04.30;0.00.13;160;良いですね 何 か たぶん コンパクトシティー っていう 言葉 だけ でも 話題 性 を かさらってそれが 成功 って なる と いい思うので 何だろう 色々 交通 手段 とか も 整備 し たら 高いと思います;discussion;d;GO;3;159;H;T
1.04.34;1.04.51;0.00.17;161;すごく いい 議論 し てる な って 今 話を伺いながら思ったんだけどさ もし なんか ね そういう 方向 性 みたい な もの が 見え てる ん だ と する と さ じゃあ ね 活用 す べき リソース っていう の を 見 て みる と さ 今 上がっ てる の は あまりに プア な よう な 気 が する ん だ よ ね;discussion;d;GO;4;161;I;
1.04.54;1.04.55;0.00.01;162;もう ちょい 足したい です ね;discussion;d;G;5;161;R;I
1.04.56;1.05.18;0.00.23;163;今 の 話 みたい な こと 考える と じゃあ やっぱり 行政 と の コラボレーション って の は 不可欠 だ よ ね あるいは 既に そういう 街 づくり を やっ てる 団体 だって いる はず だ よ。 うん。 はい じゃあ 行政 は 何 を やっ てる ん です か とか どんな 団体 が 既に そういう こと を やっ てる ん です か とか さ を 知ら ない と でき ない ね;discussion;d;O;6;162;I;
1.05.19;1.05.19;0.00.00;164;はい;discussion;d;G;7;163;R;I
1.05.20;1.05.30;0.00.10;165;ここ は もう ちょっと 青 の 深堀 っていう の が 今 の よう な 話 を 踏まえ て なん か す べき の よう な 気 が する;discussion;d;O;8;164;I;
1.05.31;1.05.35;0.00.04;166;そう です ね ちょっと 追加 リサーチ の 時間 も 短く て も 取れ たら いい です ね;discussion;d;G;9;165;R;I
1.05.36;1.05.40;0.00.05;167;そう です ね。 はい はい そんな感じです が とっても 良いと思います;discussion;d;G;10;166;I;
1.05.43;1.05.44;0.00.01;168;ありがとう ござい ます。;discussion;d;T;11;167;R;I
1.05.44;1.05.44;0.00.00;169;とりあえず ひと 通り 皆さん の 聞い て から その 追加 リサーチ に 行き ます か;discussion;d;P;12;169;A;all
1.05.53;1.05.54;0.00.01;170;うーん そうしましょう 。;discussion;d;G;13;169;R;A
1.06.02;1.06.43;0.00.41;171;じゃあはい僕が行きますね 左 の 繋がっ てる やつ です まず もう いろんな バックグラウンド を 持つ 人 を 巻き込ん で いっ て その 地域 に 新しい 風 を 吹か せる の と あと は もう 伝統 文化 継承 し たい 一個あってあとはインターネット時代 ならでは の 地方 の アピール の 仕方 っていう の が まだ 他 に ある ん じゃ ない か もう そういう もの が あと は 何 か 二地域居住 っていう の も 結構 流行っ て い たり し て 大 都会 に 住む の と その 地方 に 住む っていう の を 実際 に やっ てる 方 も いらっしゃる んで そういう の も 何 か 進め て いけ たら いい かなっ ていう の も いか ん じゃ ない か な って いう の は 思ってます 以上 です。;discussion;d;O;14;171;H;R
1.06.44;1.06.49;0.00.05;172;伝統 って 新しく 出 て き た ワード めっちゃ いい です ね 共感.;discussion;d;E;15;171;R;H
1.06.52;1.06.52;0.00.00;173;調べるのが楽しくなりそう。;discussion;d;E;16;172;A;H
1.06.54;1.08.31;0.01.36;174;じゃあ 私 しゃべり ます。 私 は 地方 に 住ん でる 人 が 得 られる 情報 と 移住 し て き た 人 が 得 られる 情報 と 移住 し ない 人 が 得 られる 情報 の ハードル を 今 の 時代 なら 無くせる ん じゃ ない か な っていう 風 に 思っ て て 何 か 事業 とか 考える 時 に 何 か その 場 で しか でき ない っていう 強み は そのまま に そういう 距離 の 隔たり だけ 無くせ たら すごく いい な って いう の を ぼんやり 考え て い た の と あと は その 単純 な 人 と 人 と 来 た 人 来る 人 だけ じゃ なく て 何 か 色んな 人 を 巻き込め たら いい な って いう の と その どうしても 若い 世代 じゃ ないその 工房 の 人 とか 伝統 系 の 人達 は その 有り つける 情報 が 限ら れ て き て しまっ て いる ので そこ を うまく 拾え たら いい な ていう の を 考え て い まし た。 あと は その スタート タップ を する とき に 色んな 会社 とか 企業 を 巻き込む じゃ ない ん です けど 自分 たち だけ だ と 苦しく なっ ちゃう と 思う ので 何 か うまく 結構 さっき の 強み の ところ で 何 か カフェ の 立ち 上げ だっ たり とか バイト とか 接客 とか あと インターン とか 団体 とか 何 か 皆さん 運営 が 得意 な の か な っていう ふう に 感じ た ので 組織 を うまく 活用 し て いけ たら きっと この スタート アップ は チーム で うまく いく ん じゃ ない か な っていう ふう に 思い まし た。;discussion;d;O;17;174;A;R
1.08.34;1.09.05;0.00.30;175;ありがとう ござい ます じゃあ 私 の 方 も 共有 さ せ て いただく と 結構 何 か 建築 から その チーム の ソフトウェア 的 な ところ まで ハードウェア から ソフト まで 一貫 し て できる の は 結構 得意 と いう か 強み に なり そう だ な と 思っ て 見 て まし た ね。 その 丁寧 な コミュニケーション みたい な もの を 地元 の 人 と も やっ て いき ながら バー みたい な もの が ある と 何 か 非常 に なん だろ う な 広がり やすかっ たり も する の か な と も 思い つつ 描い て み た っていう 感じ です。.;discussion;d;GO;18;175;R;all
1.09.08;1.09.09;0.00.02;176;堀 向 さん も 何 か 書か れ まし た。;discussion;d;Q;19;176;R;Y
1.09.13;1.09.13;0.00.00;177;書いてみます。 まあ みなさん こう 言っ てる よう な こと に なっ て で あと は これ が ちょっと つ 重要 だ と 地元から 見る と 都会 から 来 た 人 に対して 地元 の 人 が どういう目でその人たちを見ているのかな って ところ が やっぱり 気 に なる ところ で いい 風 に 見 て もらい たい ね っていう ところ が ある ので そういう 目線 で 見 て もらえる よう な ところ を うまく やっ て いき たい な っていう ところ で ここ でも ちょっと 書い てみまし た あと は 全体 として は コンパクトシティなんて いう の は ちょっと キーワード として は 面白い な と 思っ て そういった ところ も 面白い な と 思い まし た。 はい 以上 です;discussion;d;A;20;176;Y;R
1.09.59;1.10.01;0.00.01;178;ありがとう ござい ます.;discussion;d;T;21;177;R;Y
1.10.01;1.10.18;0.00.17;179;じゃあ 何 か 今回 いろいろ いい キーワード が たくさん 出 て き た し 自分 たち の 関心 みたい な もの も なんとなく 見え て き た と 思う ので 追加 リサーチ し ます か と いう と はい じゃあ 一旦 5 分 ぐらい とか やり ながら また 共有 し ましょ う 何 か どっか に それ も ポスト イット で 書い て い たり し ます。;plan;c;P;1;179;R;all
1.10.20;1.10.21;0.00.01;180;それ が もう 水色 で;plan;c;P;2;179;A;R
1.10.22;1.10.24;0.00.02;181;うん 確か に そのまま追加 も.;plan;c;GP;3;180;R;A
1.10.24;1.10.25;0.00.01;182;そのまま追加 し て も.;plan;c;G;4;181;A;R
1.10.25;1.10.27;0.00.01;183;確か に そうしましょう 。;plan;c;G;5;182;R;A
1.16.34;1.16.36;0.00.02;184;どう でしょ う もう ちょっと 時間 欲しい 人 い ます か;plan;c;Q;6;184;R;all
1.16.36;1.16.38;0.00.01;185;もう ちょっと 欲しい です。;plan;c;A;7;184;A;R
1.16.38;1.16.41;0.00.03;186;いい です よ ね 結構 意外と 楽しい。;plan;c;E;8;186;R;A
1.19.34;1.19.35;0.00.01;187;今 どんな 感じ です か。;plan;c;Q;1;187;R;all
1.19.39;1.19.41;0.00.02;188;自分 は もう そろそろ 大丈夫 か な と いう 感じです;plan;c;A;2;187;T;R
1.19.42;1.19.43;0.00.01;189;私 も 大丈夫 です;plan;c;A;3;187;A;R
1.19.44;1.19.45;0.00.01;190;大丈夫 です;plan;c;A;4;187;H;R
1.19.45;1.19.51;0.00.06;191;はい じゃあ いったん この 辺 で 共有 し て み ます か どなたでも 。;discussion;d;P;1;190;R;all
1.19.59;1.22.42;0.02.43;192;あ じゃあ 自分 の 方 から 先に共有させていただき ます と です ね。 僕 が 書い た の が。 右 何 て 言えばいいのかな 右 の 方 と しか 表現 でき ない ん です けど 右 の 方 に と 何 か って こと 大学 関連 で まとめ た か な って いう の が ちょっと あっ て さっき も 僕が 学生 の 視点 みたい な ところ を 含め て しまっ た ので そこ に ちょっと 関連 さ せ て 調べ た ん です けど 例えば 諏訪 市 の 産業 連携 推進 室 ばっかり とか あと 公立 が 東京理科大 のその 地域 連携 総合 センター みたい な の が あっ たり か。 あと 産学 連携 センター みたい な の が あっ たり し て そこ と は 結構 協力 できる の か な っていう ところ は 思っ た の を 後 諏訪市 の 中 に も 企画 政策 課 っていう ところ が あっ たり し て 何 か そこ は 地方 交付 税 交付 金 って の ところ で 目 に し てる みたい な ので お金 の 使い方 だっ たり とか って いう の を 支援 し て いただける の か な みたい な ところ は 少し まだ 調べ た 段階 です けど 思ったり し まし た で あと 長野 県 で ちょっと 調べ た ん です けど スナバ って 何 か 市民 が イノベーション を 起こせる よう な 何 か の 場所 が ある みたい で ちょっと 右 の 方 に リンク と なんか 概要 と も 一応 張っては 置い た ん です けど なんかその シビック イノベーション っていう ところ で 民間 の 人 たち が 力 を 合わせ て イノベーション を 起こし て いこ う みたい な ところ を やっているところがあってちょっと の 画面 共有 し た 方 が 出来 そう にですね えっと これ 共有 し ます。 見え て ます か 大丈夫 です か。 こういう 感じ で イノベーション の 場 みたい な の が もう すでに 何か事前の 例 として ある みたい で 。 なんかコーワーキングスペースだったりとか 何 を し てる の か 例えばこれ です ねこう コーワーキング と アクセリレーターとリビング ラボ みたいなところ で は その 地域 の 活性 化 を していこうだっ たりとか アバウトな所にこれを見ていたんですけど 全国 の 社会 地域 課題 を 解決 する 何 か 社会 的 貢献 持続 可能 の ある 事業 は これ を通して 生み出さ れ て き た な ところで さっき 自分 が 言っ て い た ビジョン と 似 て いる ところ が ある か な と 思っ た ので ここ と も 少し 同じ 長野 県 の 地域 って こと で 協力 し て も いい の か な と 思い まし た。 以上 です。;discussion;d;O;2;191;T;R
1.22.44;1.22.47;0.00.03;193;ありがとう ござい ます これ 塩尻 です よ ね 確か スナバ って そう;discussion;d;TO;3;192;R;T
1.22.47;1.22.48;0.00.01;194;です ね 塩尻 な ので;discussion;d;G;4;193;T;R
1.22.49;1.22.54;0.00.04;195;めっちゃ 面白い。 ありがとう ござい ます。.;discussion;d;ET;5;194;R;T
1.22.54;1.22.55;0.00.02;196;じゃあ 私が しゃべり ます ね.;discussion;d;P;6;196;A;R
1.22.56;1.22.56;0.00.00;197;はい;discussion;d;G;7;196;R;A
1.22.57;1.24.30;0.01.33;198;私 は右上ぐらいに に いっぱい 出し た ん です けど 何 か 結構 すごい 私 が 思っ て た より も 諏訪 が 何 だろ う 地域 を 地域 の 中 じゃ なく て 外 に 向け て 発信 しよ う って 思う 行政 自体 が 結構 活発 に 動い てる な って いう の を すごく 思っ て 本当に 市 の ホームページ から だけ でも いろんな なん だろ う 団体 って いう か プロジェクト デザイン の 面 で も あっ た し あと は 移住 に 向け て 高校生 が 働きかけ てる 何 か 動画 とか も 出 て き て すごい な ん だろ う 結構 多分 プロジェクト に は 前向き に 行政 と 手 を 組める ん じゃ ない か な って いう の を 思い まし た。 伝統 工芸 の 方 とか 特産 物 で いう と 何 か 諏訪 プレミアム っていう ブランド が もう 諏訪 地域 の 中 で 1 個 ある らしく て そこ の に あっ た もの が どれ も すごい 素敵 だっ た ので いい な っていう ふう に 思っ た の と 諏訪 ログ っていう の が 面白い な って 思っ て なんか 諏訪 の 人 たち が 諏訪 の 魅力 を どんどん 発見 し て 載せ て く みたい な サイト が あっ て そこ から も 何 か ヒント が 得 られる ん じゃ ない か な って 思っ た 一方 で 何 か 結構 安直 な 考え だ と もう 諏訪 の 人 たち は やっ てる な っていう の が 思っ て 何 か 外部 に しか でき ない こと を 考え て いく の が 鍵 に なる ん じゃ ない か な っていう ふう に 思い まし た。;discussion;d;O;8;198;A;R
1.24.36;1.24.39;0.00.03;199;あ りがとうございます .;discussion;d;T;9;198;H;A
1.24.39;1.25.40;0.01.00;200;僕は あまり調べられていないんですけど今 あの外部でしかでき ない 意味 で IT 企業 を いろいろ と 調べ た ん です けど 正直 ネット サーフィン だけ だ と あんまり ない な イメージ で いえ あの 東京 の 立川 市 IT 企業 32社と 茅野 氏 が コラボ し て て やろ う と は し てる ん です けど そういう 何 か 外部 の 外部を 取り入れよ う って 動き は ある 一方 で その 茅野 だけ で 何 か を する って の は IT 分野 だ と 難しい の か な って いう の は 一個 思い まし て ね その 前 に お話 し た な ん だろ う 雑誌 とか だから 3D で 読み取る っていう の も 一個の 例 として ちょっと 建築 の 話 に なる ん です けど ちょっと 画面 共有 をし ます。 何 が 見え て ます;discussion;d;O;10;200;H;R
1.25.41;1.25.41;0.00.00;201;あCasaのあ変わっちゃいました.;discussion;d;O;11;200;A;R
1.25.41;1.25.41;0.00.00;202;見えてますか今Casaですか.;discussion;d;Q;12;201;H;A
1.25.41;1.25.53;0.00.12;203;今は付箋の画面です 一瞬。;discussion;d;A;13;202;A;H
1.25.55;1.25.56;0.00.01;204;あ すいません ちょっと待ってください;discussion;d;I;14;203;H;A
1.25.58;1.26.03;0.00.05;205;わし 今 最後 一瞬 だけ Casa に 戻れ まし た あ.;discussion;d;R;15;204;A;H
1.26.03;1.26.04;0.00.00;206;Casaですか;discussion;d;Q;16;205;H;A
1.26.04;1.26.04;0.00.00;207;今Casaです;discussion;d;A;17;206;A;H
1.26.06;1.26.48;0.00.42;208;あの Casa の特集でそのその CASA と 建築 家 が コラボ し た やつ で アプリ は ある アプリ を 入れ て この 雑誌 に スマホ を 当てる と その 場所 の なんか 3D空間が見えたり だとか わかっ たり という よう な。 これ は 一個 の 建築 の 材料 の 話 ですけど という 機能 が あっ たり し て これ を 例えば 地図 とか に 置き換え たり し て その 場所 の 単なる 風景 とか いろいろ マップ 写真 以外 の 3Dで見 られる ん じゃ ない か も ある ので こういう 技術 とか も 取り入れ られる よう な 仕組み が あっ たら という感じで IT を 調べ た という 感じ です なるほど な。;discussion;d;O;18;207;H;A
1.26.52;1.26.52;0.00.00;209;ありがとうございます。;discussion;d;T;19;208;A;H
1.26.55;1.27.00;0.00.05;210;いい 視点 です よ ね 何 か まだ うまく でき て ない から こそ まだ やる 余地 あり そう な みたい な。.;discussion;d;GO;20;209;R;H
