In;Out;Duration;ID;Text;Phase;Subphase;Context;Chain;Origin;From;To
1.03.10;1.03.30;0.00.20;132;そういう 何 か 自分 が 学ん で いる こと って それぞれ 違う ので メチャ 強いと思います。 電気系って具体的にどんなこと;discussion;d;O;2;131;K;H
1.03.40;1.04.04;0.00.24;133;その 有機 EL 光 の 効率 を 上げる とか その 今 太陽 電池 とか あり ます けど それを 有機 に 変え いま シリコン が 主流 だ と 思う ん です けど それ を 有機物 に 変え て ちょっと 環境 に 優しい 感じ に;discussion;d;O;3;132;H;K
1.04.10;1.04.10;0.00.01;134;めちゃ 強みですね;discussion;d;O;4;133;M;H
1.04.16;1.04.20;0.00.05;135;でも シリコン が 主流 だっ た と 思う ん です けど すら 知ら なかっ た んで;discussion;d;O;5;134;K;M
1.04.21;1.04.23;0.00.02;136;それは あの。;discussion;d;O;6;135;H;K
1.05.07;1.05.09;0.00.02;137;この 経営 マーケティング って。;discussion;d;O;7;137;H;M
1.05.10;1.05.48;0.00.38;138;はいなんか商学部 に 所属 し て い て 主 に 学ん で いる の が 経営 学 経済 学 マーケティング とか な ので その 授業 で 学ん だ こと を ちょっと 生かせ たら いい な と 思い 書き まし た 仕組み マーケティング は その 売れる 仕組み づくり とか その 仕組み を 中心 に やっ て ます。;discussion;d;R;8;137;M;H
1.05.55;1.05.56;0.00.02;139;すごいなんか役立ち そう;discussion;d;E;9;138;K;M
1.05.57;1.05.58;0.00.00;140;ありがとうございます;discussion;d;T;10;139;M;K
1.06.15;1.06.23;0.00.08;141;上山 さん は 情報系 です よ ね プログラム とか やってる 感じ です か;discussion;d;Q;1;141;M;T
1.06.25;1.07.16;0.00.51;142;大学 から 始め た ので 本当に に ちょっと かじった くらい っていうこと に なる ん です けど プログラミング の 他 に は いわゆる マネジメント 系 の。 実家 も 寺 なので;discussion;d;A;2;141;T;M
1.07.20;1.07.20;0.00.00;143;実家お寺何ですか;discussion;d;Q;3;142;M;T
1.07.25;1.07.28;0.00.03;144;そうなんです朝 の お参り が;discussion;d;A;4;143;T;M
1.07.38;1.07.38;0.00.00;145;そうなんですか;discussion;d;O;5;144;K;M
1.07.41;1.07.42;0.00.01;146;後 継ぐん です か.;discussion;d;Q;6;145;H;T
1.07.44;1.07.53;0.00.08;147;多分 自分 は 継ぐんだと 思う ん です けど 自分 の お母さんもお坊さんの免許を持っていて;discussion;d;A;7;146;T;H
1.08.18;1.08.27;0.00.09;148;でも あれ ですよね プログラミング できる 方 いる と ホームページ とか 作っ て くれ ますよね;discussion;d;O;8;147;H;T
1.08.38;1.08.41;0.00.03;149;そう か 有機 EL と。;discussion;d;E;9;148;T;
1.09.34;1.09.38;0.00.04;150;て 藤沢 さん の 強み も 絶対 ある と 思うんですけどお聞きしたい;discussion;d;O;1;150;K;S
1.09.45;1.10.15;0.00.30;151;えーと 今 自分 市役所 に いる ん です が もともと 専攻 っていう か 大学 で やってき た の は 教員 です 自分 の 市役所 の 前 中学校 の 先生 やっ て まし た。 で 市役所 に 入っ て から は 水道 を やっ たり 税 の こと やっ たり いろいろ やり まし た が 教育 分野 の 仕事 は 多い です。;discussion;d;O;2;150;S;K
1.10.19;1.10.24;0.00.05;152;何 でし た っけ 自然 学校 みたい な のには 関わっ て は ない です か;discussion;d;Q;3;151;K;S
1.10.24;1.10.34;0.00.10;153;あ あれ は です ね 観光 の 方 で やっ て いる 分野 な ん です よ ね。 .;discussion;d;A;4;152;S;K
1.10.38;1.10.40;0.00.02;154;その あ ごめんなさい と どうぞ;discussion;d;E;5;154;K;M
1.10.45;1.11.03;0.00.18;155;なんか 市役所 で 働い て いる 中 で 市民 の 方 とか から 相談 を 受ける こと が 多い と 思う ん です けど どう いっ た 内容 の 相談 が 多い です か 移住 とか の 相談 も 聞け たり あり ます か;discussion;d;Q;6;155;M;S
1.11.03;1.11.54;0.00.50;156;はい えーと です ね 移住に関して言うと 移住 の 担当 の 部署 が あり ます っていう か。 今年 立ち上がり まし た。 やはり ニーズ が ある って です ね 地域 の 人。 を 違うな 都会 の 人 の ニーズ に 応える ため に オンライン と で 移住 の 相談 会 や 定期 的 に やっ て いる 部署 が あり ます。 それが今茅野市 も ようやく 立ち上がっ た と いう か ちょっと 遅い ぐらい か な と いう。 周り の 市町村 で は もう 動き出し てる 市町村 も ある ので そういった 方 へ の 対応 として 新た に。 そうした 分野 の。 起ち 上がっ た っていう ところ です;discussion;d;A;7;155;S;M
1.11.55;1.11.56;0.00.01;157;ありがとう ござい ます。;discussion;d;T;8;156;M;S
1.12.01;1.12.16;0.00.15;158;藤澤 さん も 企画課 っていう の は そういう い 移住 の 人達 を 移民 移住 者 の 人達 に 関わる こと を 企画 とか そういう は また 別 なんですか;discussion;d;Q;9;158;H;S
1.12.18;1.12.58;0.00.40;159;自分 たち の いる 企画 課 は 対 市民 と いう より かは 茅野 市 が 今後 どういう 風 な 町 を 進め て いっ たら いい か っていう よう な 計画 やら そういった 大きな 枠組み を 作っ て いく 町内 の 組織 体制 とか を 考え て いく よう な 部署 で 一番 住民 の 皆さん と 関わり 合い が ない と いう か 市民 の 意見 を 聞か なきゃ いけ ない ん だろ う けど それ を 一番 縁 が ない 非常 に 市役所 の 中 で 面白く ない 部署 に は なり ます 笑;discussion;d;A;10;158;S;H
1.12.59;1.13.06;0.00.07;160;何 でも 大きく 動かし て いく っていう こと です よ ね;discussion;d;O;11;159;H;S
1.13.06;1.14.16;0.01.09;161;で それぞれ 持っ て いる 計画 とか が 違う ん です けど。 あのー 茅野 市 の 総合 計画 やら あのー 今 ちょっと 茅野 市 で 一番 大きな 動き として ある の が スーパー シティ へ の エントリー を し て い ます スーパーシティ 構想 に 全国 で 五 十 ぐらい の 三 十 か すみません ぐらい の 市町村 が エントリー し てる ん です が 長野 県 で は 松本 と 茅野 だけ に なる ん です が スーパーシティ えーと 国家 戦略 特区 っていう か ある程度 規制 緩和 できる こと が 許さ れる 都市 へ の エントリー を し て そういった スーパー シティ へ の 取り組み が 今 まさに 進ん で いる といった ところ です が 一番 自分 の 苦手 と し てる とこ な ので スーパー シティ っ て じゃあ 何 です か って 聞か れる と 非常 に 弱い ん です が さっき 言っ た オンデマンド の もの とか そういった もの を 住み やすい 街 として スマート シティ と も 言う ん です が そういった 街 づくり に なる 計画 とか を 今 自分 たち で 作っ て いる ところ です。;discussion;d;R;12;160;S;H
1.14.19;1.14.38;0.00.19;162;親和 性 の 弱い ところ だ と 思う ん ですけど ちょっと 都市 計画 系 として 凄い 気 に なる けど その 具体 的 に さっき の オンデマンド 交通 以外 で 推し進め てる の 推し進めよ う と し てる 内容 とか あっ たら 聞きたいんですけど;discussion;d;O;13;161;K;S
1.14.42;1.15.46;0.01.04;163;一番が 医療 医療 系 です で 自分 ちょっと 中身 詳しく 知ら ない ん です が えーと。 い 医者 に お 医者 さん に 行か なく て も 医療 が できる と いう か です ね。 その。 どう やっ て やる の か わかん ない です。 その AI を 使っ て その 人 の 何 か こう 処方箋 から 何 から そういった もの とか を AI で 学習 し ながら お 医者 さん に 診 て いただか なく て も って 言っ た よう な こと を やろ う と し て いる よう です っていう そういう 感じ な ん です が 諏訪中 諏訪 中央 病院 という 大きな 病院 が あり まし て そこ の 先生 が アーキテクト として その 入っ て いただい て いる ので すん スーパーシティ の 中 で は 医療 っていう の は 多分 一番 茅野 市 として は 推し て いる 部分 じゃ ない か な と 思い ます。;discussion;d;A;14;162;S;K
1.15.50;1.15.50;0.00.00;164;ありがとうございます;discussion;d;T;15;163;K;S
1.15.57;1.16.13;0.00.16;165;何かそれ って どこ か に 何 か あり ました 今年はシニア世代の健康という事で いまちょっと 使え そう だ な って 勝手 に 思い.;discussion;d;QO;16;165;K;all
1.16.14;1.16.15;0.00.01;166;そうですね 確か に;discussion;d;G;17;165;H;K
1.16.53;1.18.08;0.01.14;167;参考 に なる か は 分から ない ん です が 伊那 市 長野 県 伊那 市 っていう ところ が あり ます そこ でも です ね。 あのー そういった 医療 を 使っ た 地域 の 人 お 医者 さん が 不足 し て いる っていう こと と お 年寄り に 足 が ない って いう こと で お 医者 さん が 移動 する みたい な 仕組み とか を 作り ながら そういうの 参考 に し ながら 茅野 市 も どういう イメージ か わか ん ない です けど その お 医者 さん が。 その 地区 に 出向い て あげる の という 仕組み な の か ちょっと はっきり し ない ん です が その 足 が ない お 年寄り 用 と 遠隔 に 住ん で いる 人 たち も 手軽 に 医療 を 受け られる っていう よう な 取り組み が 伊那 市 に あり まし て そういった 取り組み も 参考 に し ながら 茅野 市 として の 新しい スタイル と いう か を 今 模索 し て いる っていう ところ か な っていう;discussion;d;R;18;166;S;all
1.18.31;1.18.34;0.00.02;168;医師 の 乗らない 移動 診療 車 っていう;discussion;d;O;19;167;K;S
1.19.01;1.19.27;0.00.26;169;ああそうです 茅野 市 の 場合 は あの 医者 お医者さん が 動い て いただく ん で は なく て そこ は のらざあ とか の オンデマンド の 公共 交通 で カバー し て いく っていう よう な イメージ を 今 作っ てる の か な っていうそういった ところ の 融合 し て く っていう よう な 取り組み を 今 目指し て いる という よう な 感じ か な と 思い ます。;discussion;d;O;20;168;S;K
1.20.20;1.20.24;0.00.04;170;飯村 さん の は 売れる 経営 です よね 足したいですよね;discussion;d;O;21;169;H;M
1.20.49;1.20.55;0.00.06;171;それを 踏まえ て 青いの の 補足 という こと です けど;discussion;d;O;22;170;H;all
1.21.06;1.21.17;0.00.10;172;ちなみに なんでしけどすいません 藤澤さん の 教員 って 茅野 市 で 実際に 教え られ て い たんですか;discussion;d;Q;23;172;K;S
1.21.19;1.21.26;0.00.07;173;長野 県 に ある 飯田 市 という 所と 諏訪 市 で も やっ て まし た。.;discussion;d;A;24;172;S;K
1.21.26;1.21.27;0.00.01;174;あ そう な ん です すいませんありがとうございます;discussion;d;VT;25;173;K;S
1.21.34;1.21.37;0.00.03;175;藤澤さんは 地元 が 長野 県 なんですか;discussion;d;Q;26;175;M;S
1.21.39;1.21.55;0.00.16;176;長野 県 の 長野 市 の 出身 です で 教員 で ちょっと 縁 が あっ て 諏訪 に 来 た ところ から ちょっと 茅野 市 で 御 厄介 に なる こと に なっ た っていう よう な 感じ です。;discussion;d;A;27;175;S;M
1.21.57;1.21.58;0.00.00;177;長野の事沢山知っていらっしゃるんですね;discussion;d;O;28;176;M;S
1.22.05;1.22.13;0.00.08;178;そうです ね。 逆 に 言う と 長野 県 以外 は 出 た こと が ない です 大学 も 長野 だっ た ので はい。.;discussion;d;G;29;177;S;M
1.22.17;1.22.21;0.00.05;179;強み に 長野 県 出身 って 書い て いい です か ね;discussion;d;O;30;178;K;M
1.22.30;1.23.08;0.00.37;180;だから 皆さん の 意見 を 聞い て い て それ が 普通 じゃ ない っていう こと を 思い知る と いう か。 うん 自然 が ある の は 当然 当たり前 だ し 車 社会 っていう の も 茅野 市 で は 当たり前 っていう か 長野 県 で は 当たり前 な ので いかに 公共 交通 が 発展 し て ない か って こと に なる と 思う ん です けど そういった ところ が 当たり前 の もの が 当たり前 じゃ ない っていう 感覚 が ちょっと 新しい な って 聞い て て 思っ て ます。;discussion;d;O;31;179;S;all
1.23.23;1.23.31;0.00.08;181;これ を 踏まえ て で 具体 的 に どう し たら いい ん です か 青 の.;discussion;c;Q;1;181;K;all
1.23.33;1.23.33;0.00.00;182;そうですよね;discussion;c;G;2;181;H;K
1.23.42;1.24.17;0.00.35;183;何 か オンライン とか で あれ ば その プログラミング が できる 感じ に なら ば そんなに オンライン販売 も 考え る という こと で 何 か デリバリー とか を 通販 サイト みたい な を 考え て も いい の か な と 売れる 経営 という の を いらっしゃる ので そういう 販売 っていう 目線 でも いい な って 思い まし た ね。;discussion;c;O;3;182;H;all
1.24.23;1.24.24;0.00.01;184;休憩 ですね;plan;c;R;1;184;K;all
1.24.25;1.24.25;0.00.00;185;そうですね;plan;c;G;2;184;H;K
1.24.28;1.24.28;0.00.00;186;じゃあお疲れ様です;plan;c;O;3;185;H;all
;;;;;;;;;;K;all
;;;;;;;;;;M;all
;;;;;;;;;;S;all
;;;;;;;;;;T;all
