In;Out;Duration;ID;Text;Phase;Subphase;Context;Chain;Origin;From;To
1.11.05;1.17.56;0.06.52;99;やっぱり バス が 1 本 しか 通っ て なく て 本数 が 少ない っていう の が ある の と あと は やっぱり そこ に ある 宣伝 が さ れ て なく て 認知 さ れ て ない って いう の も 大きい。 その 上 の 白樺湖 は 一緒 に 茅野市 の 紹介 で 白樺 リゾート って 出 て て き た ん です けど 実は ここ 立科 町 な ん です よ 笑 町 が 違っ て 市 が 違っ て 入れよ う か どう か って いう の を 迷っ た ん です けど ここ の 白樺 リゾート を 僕 も 一 回 ここ の 支配人 の 方 と インタビュー し たり とか まだ つながり は ある ん です けど 結構 先進 的 な 考え方 を 持っ て て コロナ対策 に関して も かなり 積極 的 に 取り組ま れ て た ので もう 連携 し て やる に は いい ん じゃ ない か な と。 28分ねはい ベルビア 茅野 またも ここ 一番 重要 な 点 じゃ ない か な と 思っ て い て この 今回 の アイデア 出し で ベルビア茅野 っていう の が まさに 駅 の 駅 に 直結 し た 隣 に あっ て いわゆる 東京 まで の あの 大型 施設 で は ない ん です けど やっぱり こういう 田舎 に し て は かなり 大きい 商業 施設 が 1 個 入っ てる ここ に は 服 屋 さん だ とか コンビニ あと 居酒屋 あと ワークラボ 八ヶ岳 って いっ て ちょっと 画面 見せ ます ね。 こう と も ここ の 方 と も 話 し た こと ある し つながり も ある ん です けど これ です ね。 まず メイン は ワーク ワーキング スペース な ん です よ ここ 実は WiFi も 通っ て い て 大学生 が 課題 やっ たり とか 企業 の 人 が 仕事 やっ たり とか って いう ので 僕 も 行っ た こと ある ん です けど 会議 も でき たり あと キッチン も 使える ん です よ すごい 不思議 です ね。 あと フリー ラウンジ ここ に は 今 は たくさん の 本 が 置い て あっ て そこで 本 を 読ん で 休憩 し たり とか 駅巻く 電車 が 来る まで ここ で 休ん だり とか っていう 方 が かなり たくさん い られ ます。 あと 働く 実験 室。 これ 面白い の が 実験 室 が ある ん です よ ここ ちょっと ここ に は 画像 ない ん です けど。 3Dプリンター だ と か。 あの レーザー カッター とか すごい 大学 並み の 本格 的 な 設備 が 整っ て て 本当に 何 でも できる よう な 施設 で ここ は 本当に 色んな 地域 創 生 に関する いろんな 授業 に関して 手助け を し て くれる 場所 で で 僕 も ここ で いくつ か の やり たい ビジネス だ とか アイデア とか を 話し て ああ こういう 人 と 話し て み ない とか っていう こと は よく やっ て ます。 なので ここ は 本当に すごい 協力 し て くれる よう な 企業。 に なり ます。 こういう 地産 地 消 スイーツ だ と か。 あと ワークショップ。 あと 諏訪理科大学生が語る コロナ禍の 就活 の リアル  だ と か サステナブル イベント だ と か。 本当に 毎週 の よう に いろんな イベント やっ てる ところです ここ も 結構 注意 な の であと ちょっと 重要 な 場所 を 抽出 し て いく と。 これ は アル ピコ 交通 で あそう茅野市と諏訪市って かなり 地域 意識 が 高い ん です よ 市民 が. もう. お 祭り に は 総動員 さ れる し。 自分 たち の 土地 を 誇り に 思っ て い て で 何とか し たい だ と か 自分 たち も こういう 活動 を し て み たい だ と か って いう の が かなり 活発 に 行わ れ て いる 土地 で なので 市民 の 皆さん に こういう の を やり ませ ん か って いう と ぜひ やり たい やり たい という 人 が 結構 集まっ て くる 諏訪 茅野 っていう の は 地域 である この 八ヶ岳 山麓 唯一 の 市街地 かなり さっき 言っ た 通り 観光 地 から 市街地 が すごく 近く て で かつ かなり まとまっ てる ん です よ もう 僕 の 家 から 車 で 10 分 圏内 に は ガス と ガスト から スーパー が ３つ あっ たり とか ３つ ４つ ある の。 いや ３つ か コンビニ も ２つ あっ たり とか ガソリンスタンド を ２つ だ とか もう 本当に かなり 密集 し て て そこ に 行け ば 何 でも 揃う っていう 街 で も あり ます 笑 ただ やっぱり さっき 言っ た よう に 交通 機関 が あんまり 整備 さ れ 整備 さ れ て ない という か 貧弱 で バス は 通ってる けど あんまり 使わ ない 使わ れ ない だから みんな 車 で 移動 する みたい な っていう の が ひとつ 問題 か な と 思う。 あと 医療 関係 で いう と 赤十字 病院。 が 1個 すごい 大きいの が あっ て 市民 の 病院 だけ じゃ なく て 実は 諏訪広域 網 長野 県内 広域 の もうガン とか  も 取り扱っ て いる よう な 凄い かなり 大きな 病院 が ある ば 医療 関係 は もう ここ に 任せる に は 何 でも やっ て くれる みたい な と です ね こんな 感じ です。 あ あ あ ともう ひとつ で 公共 機関 が かなり 充実 し てる ん です 公共 施設 が かなり なんとか 町 何とか 町 の 町 同士 が 結構 離れ て たり し て 茅野 市 すごい 広い ので そこ の 一つ 一つ に 公共 公民館 とか 市 の 体育館 とか 結構 しっかり し た もの が いろいろ とか 置い て ある ん です よ。;discussion;d;R;30;98;N;all
1.18.04;1.18.09;0.00.05;100;そこ まで の バス とか は 十分 ある ん です か;discussion;d;Q;31;99;Z;N
1.18.12;1.18.22;0.00.10;101;やっぱり 本数 は 少ない し。 ので 皆さん 車 で 移動 さ れる か。 って 感じ.;discussion;d;A;32;100;N;all
1.18.23;1.18.23;0.00.00;102;ああ;discussion;d;E;33;101;Z;N
1.18.26;1.18.41;0.00.15;103;する と 逆 に 魅力 に なり ませ ん か。 車 の クルマ を メイン に し て いる という こと は クルマ にとって の 取り やすい 道路 とか が 多い から 例えば 学生 用 の 免許 合宿 とか が 打て たり とか。;discussion;d;O;34;103;B;N
1.18.50;1.20.18;0.01.28;104;メイン の 通り を ずっと 行け ば どこ に でも 行ける みたい な っていう の が あり ます ね。 あ そう 公民館 が すごい でかいな  うーん 例えば これ は 諏訪 市 の 公民館。 3 階 建て の  東京 に 比べ たら 大きい の が ちょっと わかん ない ん です けど 最低 で も 僕 の 地元 より は 5 倍 ぐらい 大きくて こっち は 滋賀 っていう 全然 中心 部 から 離れ た ところ の 公民館 の あたり を 最近 でき た 高部 公民館 すごい おしゃれ な 公民館 だっ たり と。 中洲 の 公民館 ここ も ２ 階 建て で すごい しっかり し た それぞれ の 公民館 同士 が すごい しっかり し て いる ので その 町 単位 で いろんな 公共 の 例えば俺も アイデア に 挙げ た 町 単位 で 教育 を やっ たり とか。 っていう の が もう しっかり できる よう な 設備 さえ 整え ば しっかり できる よう な 環境 が 整っ てる 町 です。 っていう 感じ か な。 ていうことです;discussion;d;R;35;103;N;all
1.20.21;1.20.27;0.00.06;105;パーキング エリア は 止める 車 の 数 は。 あの 場所 は 足りるんですか;discussion;d;Q;36;105;Z;N
1.20.29;1.21.19;0.00.50;106;公民館 の 駐車 場 も 結構 広い んです。やっぱ田舎 な ので こう やっ て ここ も 20 台 ぐらい 停め られる か な。 うん なので やっぱり こういう ところ を 起点 に し て 最初 の 基幹 講演 に も あっ た よう に こういう どこ に 公共 交通 を 集約 さ せ て. で. そこ に 行け ば どこ に でも 行ける みたい な っていう 交通 網 を 敷い たり とか ここ 何 か の イベント に 使っ たり とか って いう の は かなり 有効 な 手段じゃないかな っていう 感じ に 何 か 質問 など あり ます か。 。;discussion;d;AR;37;105;N;all
1.21.24;1.21.26;0.00.03;107;今んとこないです すごく 説明 が 分かり やすかっ た ので 大丈夫です.;discussion;d;O;38;106;B;N
1.21.27;1.21.28;0.00.00;108;あり がとうございます.;discussion;d;T;39;107;N;B
1.21.28;1.21.33;0.00.06;109;ちょっと 休憩 し て また 一旦 戻り ます か。;plan;c;P;1;109;N;all
1.21.34;1.21.44;0.00.10;110;そう です ね  今 から 50 分 まで 休憩 やっ たー ん  なんだかんだ 言っ て 頭を使ったから疲れた;plan;c;G;2;109;B;N
1.21.48;1.21.51;0.00.03;111;じゃあ 戻った 後 は 何 か するんです か.;plan;c;Q;3;110;Z;all
1.21.52;1.22.07;0.00.15;112;戻ったあとは 先ほど 先生 が 言っ て た  ピンク の 部分 を 出す部分が戻った 後 な ん だ ってだから 私達はすでに いくつ か 出 てる から それ を 見直し て さらに 新しい やつ を 出せる .;plan;c;A;4;111;B;all
1.22.07;1.22.07;0.00.00;113;はい;plan;c;V;5;112;Z;B
1.22.10;1.22.24;0.00.13;114;青 の 部分 も この 取捨選択 で 選ん で はっきり 切り落とし たり し て そこ を また 深 掘り し て から この 赤い 部分 に 行け た らいいのかな.;plan;d;O;6;113;N;all
1.22.24;1.22.24;0.00.00;115;確かに;plan;d;G;7;114;B;all
1.22.26;1.22.30;0.00.04;116;どう だろ う  そんな 感じ の さっき の 先生 の 言い方 だ と.;plan;d;O;8;115;N;all
1.22.30;1.22.33;0.00.04;117;そうですね使えそうな 青 の 部分 を まず線で結びつけたりして;plan;d;O;9;116;N;B
1.22.38;1.22.38;0.00.00;118;そうですじゃあ50分から休憩です お疲れ様です;plan;c;O;10;117;N;all
1.22.45;1.22.45;0.00.00;119;お疲れ様です;plan;c;O;11;118;B;all
1.22.48;1.22.48;0.00.00;120;お疲れ様です;plan;c;O;12;119;Z;all
