In;Out;Duration;ID;Text;Phase;Subphase;Context;Chain;Origin;From;To
0.31.22;0.31.38;0.00.17;169;これ も たぶん それぞれ で 考え て いる もの が ある と 思う ので そうですね 50　10時まで10時 まで 書く って やつで ちょっと 早め に 切り上げ られ そう だっ たら 切り上げる みたい な 感じ 大丈夫ですか;discussion;c;P;3;169;N;all
0.32.06;0.32.12;0.00.06;170;画像とかって アップ ロード できるんですかね。;discussion;c;Q;4;170;N;all
0.32.13;0.32.15;0.00.02;171;できる ん じゃ ない ん です か ね。.;discussion;c;A;5;170;T;N
0.32.15;0.32.17;0.00.02;172;何 か つけられ た 気 が し ます;discussion;c;R;6;171;A;N
0.32.18;0.32.22;0.00.05;173;あ これ は 真ん中 の やつか ああ これ か あ ありがとうございます;discussion;c;T;7;173;A;N
0.38.21;0.38.24;0.00.03;174;画像ちょっと 厳しい んで Slack の 方にあげます;discussion;c;R;8;173;N;all
0.41.31;0.41.35;0.00.04;175;Bチーム は 今 どんな 状況 です か 青 を 出し てる 最中 か な.;discussion;i;Q;9;175;I;
0.41.35;0.41.37;0.00.03;176;そう です 10時 まで 青を出す 感じ です。.;discussion;a;A;10;175;N;I
0.41.39;0.41.45;0.00.07;177;それ から 共有 する よう な 感じでしょうかね いい 感じで進んでいるかなと思うんですけど何か質問とかありますか .;discussion;i;Q;11;176;I;N
0.41.45;0.41.53;0.00.07;178;これ。 画像 って ファイル の JPEG とか png によって 乗っけ られ ない みたい な の って あり ます。.;discussion;a;Q;12;177;N;I
0.41.53;0.42.04;0.00.11;179;ファイル の サイズ が 大きい と ね。 そこは バグ な んで ちょっと 直そ う と は 思っ てる ん だ けど で 画像 の サイズ を 小さく し て いただけれ ばと申し訳ない;discussion;a;A;13;178;I;N
0.43.54;0.44.04;0.00.10;180;そろそろ 皆さん そろっ た 感じ です か ね。 あ もう ちょっと っていう 方いらっしいます全然いいですよ;discussion;c;Q;1;180;N;all
0.44.08;0.44.10;0.00.01;181;一旦大丈夫 です;discussion;c;A;2;180;A;N
0.44.10;0.44.10;0.00.00;182;OKです。.;discussion;c;A;3;180;N;A
0.44.10;0.44.10;0.00.00;183;シュウさんどうですか.;discussion;c;Q;4;182;N;Z
0.44.23;0.44.23;0.00.00;184;大丈夫です。.;discussion;c;A;5;183;Z;N
0.44.25;0.44.25;0.00.00;185;OKですありがとうございます;discussion;c;T;6;184;N;Z
0.44.38;0.44.39;0.00.01;186;大山 さん は 大丈夫 です か ね。.;discussion;c;Q;7;185;N;T
0.44.40;0.44.40;0.00.00;187;はい大丈夫です;discussion;c;A;8;186;T;N
0.44.43;0.45.25;0.00.42;188;ありがとうございます。じゃあえっと共有をしてっていう 感じ で 大丈夫そうですかね じゃあ を 結構 こう 区分け する と おそらく 観光 地 系 と あとその 産業 系 に 分け られる の か な これで言うと あと あの 会社 特定 の 会社さんかという 感じ です ね これ結構 ちょっと どれ から って いう より か は 気になったのは この オンライン セミナー を みたい の。 これ は どういう アレ ですか。 電子 書籍 株式会社 。;discussion;d;TQ;1;187;N;all
0.45.25;0.46.04;0.00.39;189;なんか調べてたら出てきてなんか いまいち ちょっと 分から ない ん です けど 恐らく 大学 の オンライン 授業 みたい な 形のものを頼んで 受け られる みたい な 多分 教材 と 映像 が 全国 各地 の 頼ん だ ところ で 見 られる ん です けど 結構 その 内容 が 数学 とか そういう 難しい 内容 だ と 思う ので その 内容 を ちょっと 変え て いけ ば ビジネス 的 に は 結構 いい ん じゃ ない か な っていう 風 に 思っ て そこ に 載せ まし た ああ なるほど なるほど.;discussion;d;O;2;189;A;N
0.46.04;0.46.14;0.00.09;190;脳 の 信号 処理 とか いろいろ 書い て ある やつ ですね なるほど。.;discussion;d;E;3;189;N;A
0.46.15;0.46.15;0.00.00;191;信号処理か.;discussion;d;E;4;190;T;N
0.46.16;0.46.17;0.00.01;192;あ やっ て た 感じ です か;discussion;d;Q;5;191;N;T
0.46.17;0.46.24;0.00.07;193;落とし まし た ね 単位を落とした科目ですね 私 が;discussion;d;A;6;192;T;N
0.46.25;0.46.32;0.00.07;194;まるほどそれほど 難しい やつ っていう 事ですよね 一般 ピーポー だ と わから ない 感じ か;discussion;d;O;7;193;N;T
0.46.32;0.46.33;0.00.01;195;計算 が すごい ん です ね。;discussion;d;E;8;194;T;N
0.46.34;0.46.54;0.00.20;196;また そういう の を 確か に みんな に わかり やすく みたい な だ と いろんな 人 が 使える 風 になる ので いい です よ ね。 確か に うまく 変換 できれ ば。 うん いいですね。なるほどありがとうございます後は諏訪理科ブランド;discussion;d;O;9;195;N;all
0.47.09;0.47.28;0.00.19;197;なんか ここにもあるんですけど 結構 やっぱ モノ づくり と いう か 製造 業 が 強い 感じ です ね 何 か 茅野市 とか 特に という 感じ か な と 思うんですけど そこら 辺 を 結構 生かせ られ たら 面白い か な と いう か この 地域 に ある 強み だ と 思うので 。.;discussion;d;O;10;196;N;all
0.47.37;0.47.39;0.00.01;198;環境 が 豊か な 豊かなやつはこう;discussion;d;O;11;197;T;N
0.47.40;0.47.48;0.00.08;199;結構 いろいろ 挙がり ます ね。 ロープ ウェイ;discussion;d;O;12;198;N;T
0.47.49;0.47.49;0.00.01;200;私 は ごめんなさい;discussion;d;O;1;200;T;N
0.47.51;0.47.51;0.00.00;201;あどうぞどうぞ;discussion;d;V;2;200;N;T
0.47.53;0.48.00;0.00.07;202;あの 山とか が 多い けど でも それでも 山登り 嫌いな人でも 例えば 車 で 途中 まで 行ける とか ロープウェイ で 行ける とか って 結構 なんかそれが繋がるかって話なんですけど;discussion;d;O;3;201;T;N
0.48.06;0.48.20;0.00.14;203;でも それ こそ 高齢 者 の 人 とか は 結構 山登り きつい っていう ふう に 感じる と 思う ので ロープウェー とか 車 が そういう のも あれですよね ドアtoドア みたい な 感じ に し て くれ たら すごい 楽 だ と 思う んですよね高齢者の方も;discussion;d;O;4;202;N;T
0.48.20;0.48.20;0.00.00;204;それこそなんか運動すると適度な身体の動かし方って 認知症予防になったりするので;discussion;d;O;5;203;T;N
0.48.31;0.48.48;0.00.17;205;行く まで が 大変 で 行っ た 先 で ちょっと 運動 する みたい な アレ が ある と 思う ので 行く まで を ちょっと 怪我 とか し ない よう に っていう の は 連れ て て あげ て 行っ た 先 で 何 か 軽く 高原 運動 みたい な 感じ で でき たら 結構 いい か な って 思っ たり し まし た ね;discussion;d;O;6;204;N;T
0.48.52;0.48.53;0.00.01;206;山 きれい です よ ね;discussion;d;E;7;205;N;T
0.48.55;0.49.06;0.00.12;207;あとは ここ に しか ない もの っていう 風 に なる と の。 八ヶ岳はここにしかないここにしかないのは当たり前なんですけどそれはそうなんですけど;discussion;d;O;8;206;N;all
0.49.10;0.49.10;0.00.00;208;難しいな結構と;discussion;d;E;9;207;;
0.49.28;0.49.33;0.00.05;209;その 昨日の お話だと結構蕎麦 とか は もう ここでしか っていう 感じ だ と 思う ん です よ ね。 観点も;discussion;d;O;10;208;N;all
0.49.35;0.49.36;0.00.00;210;すごい特別なお蕎麦だみたいな話をすごい覚えていて何が特別だったか忘れたっていう;discussion;d;O;11;209;T;N
0.49.43;0.49.47;0.00.04;211;あれ 何 か 将軍 か 何 かに 献上 し て た みたい な 確かあれ天皇;discussion;d;O;12;210;N;T
0.49.48;0.49.51;0.00.02;212;限ら れ た 職人 しか 作れ ない みたい な こと 言っ て た気がします言ってなかったけ;discussion;d;O;13;211;T;N
0.49.53;0.50.08;0.00.14;213;昔 あの 寒晒し 蕎麦 と いっ て 江戸 の お 殿様 に 献上 し て た 蕎麦が 一応 この茅野市で 作ら れ て た っていう なのでちょっと　ここ の 蕎麦 は 格別 だ よ っていう の が あっ たり し ます。;discussion;d;O;14;213;M;N
0.50.10;0.50.13;0.00.03;214;蕎麦 作る 体験 みたい なの もの やっ てる 感じ ですか と;discussion;d;O;15;213;N;M
0.50.14;0.50.18;0.00.04;215;ああでも 結構 いろんな ところ が 蕎麦 作り 体験 っていう の は やっ て たり し ます;discussion;d;O;16;214;M;N
0.50.18;0.50.39;0.00.21;216;そうすると 結構 観光 地 開発 みたい な ところ は 本当に やっぱり すごく さ れ てる イメージ です よ ね 観光 資源 の ある 公園 だっ たり とか そういう の を 生かし たりとか か 結構;discussion;d;O;17;215;N;M
0.50.40;0.50.54;0.00.14;217;茅野市も諏訪市も も 結構 就業 人口 として も サービス 第三次産業 の 人 たち が 結構 多い ので みんな あ の 観光 地 とか 飲食 とか そういった もの は 結構 盛ん に やっ て いる ところ で はある;discussion;d;O;18;216;M;N
0.50.56;0.50.59;0.00.03;218;なるほど なるほど 確か に そう です ね。;discussion;d;G;19;217;N;M
0.51.01;0.51.04;0.00.03;219;ってなると 観光 以外 の ところ に 注目 でき たら いいのかな;discussion;d;O;20;218;T;N
0.51.07;0.51.11;0.00.04;220;そうですねそっち の 方 が 結構 新規 性 が 上がるとは.;discussion;d;O;21;219;N;T
0.51.11;0.51.27;0.00.16;221;あとやっぱ その 土地 らし さ みたい な の 結構 重要 まあ昨日 の 講演 で も ちょっと ありました けれど そこら へん を どうにか 活かし たい ん です よ ね 結構 その 地元 の.;discussion;d;O;22;220;N;all
0.51.27;0.51.42;0.00.15;222;あれ 樋口さん今 なんか 地域 連携 みたい な なさってるて おっしゃっ て ましたよね 地元 の いわゆる サービス 業 と 製造 業 に 結びつい たり みたい な の は し たり し て ます ね.;discussion;d;O;23;221;N;M
0.51.42;0.51.42;0.00.00;223;えっと.;discussion;d;O;24;222;M;N
0.51.47;0.52.08;0.00.22;224;製造 業 が 例えば 精密 機器 とか ある と 思うんですけど ああ いう の を サービス 業 の 一環 として 何 か 提供 する みたいな 結構 あれって ガチガチ に 難しい もの だ と 思う ん です けど 製造業 そういう の を 見 たり 工場 見学 とか も 含め て;discussion;d;O;25;223;N;M
0.52.09;0.52.18;0.00.09;225;あまり そういう よう な 大学 に それ ぞ 相談 は 来 ない です ね はい だ そう です ね。 うーん。;discussion;d;O;26;224;M;N
0.52.22;0.52.32;0.00.10;226;それ こそ 産学 連携 みたい な の って の。 諏訪 東京理科大 と 地元 の 企業さん が タイアップ し て 何 か 作るみたいな;discussion;d;O;27;225;N;M
0.52.34;0.53.13;0.00.39;227;まずなんか 挙げ て もらっ た 諏訪理科 が ブランド っていう の は 一番 いい 例だと思うんです けど。 あの LP WA って 言っ て すっごい 小さい 電力 で 広範囲 の ところ に 電波飛ばせるような技術があるんですけどそれで今 いろんな 川の ところ に 水位計 を 設置 し て 例えばこの前とかも 長野 県 も 結構 豪雨 災害 あっ た ん です けれども ここ で どれ ぐらい 水位 が 上がる か って いう の は 上がったら危険 か という 研究は 今 も 地元 の 企業 さん と 一緒 に 取り組ん で 作っ て いる もの に なり ます;discussion;d;O;28;226;M;N
0.53.17;0.53.25;0.00.08;228;より 小さな 電力 で ああ なるほど なるほど すごく 効率 が 良い もの に する っていう 感じ です かね;discussion;d;O;29;227;N;M
0.53.25;0.53.26;0.00.01;229;そんな 感じ ですね。;discussion;d;G;30;228;M;N
0.53.36;0.53.44;0.00.08;230;そっか これって その 結構 諏訪理科ブランドの これ 結構ちょっと初めて知ったんですけど諏訪理科ブランド;discussion;d;O;31;230;N;M
0.53.50;0.54.01;0.00.11;231;あと 水位計 だけ じゃ なく て お守り とか に つけ て 保護 者 の 人 が 今 子ども が どこ に 行っ てる か って いう の を ちょっと GPS みたいな感じの実証実験もちょっとやってたりしました;discussion;d;O;32;230;M;N
0.54.09;0.54.20;0.00.10;232;結構 通信 に 寄ってる 感じ ですかその諏訪理科ブランド 自体 通信開発 結構 今 も 通信系が 多い と 思う ん です けど.;discussion;d;O;33;231;N;M
0.54.20;0.54.29;0.00.09;233;あ そう です ね あの LPWA を 使っ て 何 が できる か って いう こと で 始まっ て いる プロジェクト な ので;discussion;d;O;34;232;M;N
0.54.30;0.54.37;0.00.07;234;ああなるほど諏訪理科ブランド があって と いう より か は そっち じゃ なく LPWA が あっ て っていう 感じ な ん です ね。.;discussion;d;O;35;233;N;M
0.54.40;0.54.40;0.00.00;235;そんな感じだと思います;discussion;d;G;36;234;M;N
0.54.40;0.55.00;0.00.20;236;やっぱ 他 の 部分 に も 全然 活か し て いい ん じゃ ない か な って すごいあの 傍 から 見たら見たいな感じ です けど。 これなんかあの 結構 理系によってる まああの理科大だからといいのもあると思うんですけど でも他 の ちょっと 文系 に 寄っ て いる ようなものを出しても良いんじゃないかって;discussion;d;O;37;235;N;M
0.55.07;0.55.12;0.00.05;237;地元 企業 さん と に 諏訪理科ブランド で 連携 し てる っていう 形 です か。.;discussion;d;Q;38;237;A;M
0.55.13;0.55.14;0.00.01;238;そんな 感じ です。.;discussion;d;A;39;237;M;A
0.55.15;0.55.20;0.00.05;239;どういう 企業 で と コラボ し てる ん です か ね。;discussion;d;Q;40;238;A;M
0.55.20;0.55.33;0.00.13;240;ちょっと 詳しく は 分から ない ん だけど 茅野市内 に ある 企業 という こと で 限定 し て やってはいるはず です.;discussion;d;A;41;239;M;A
0.55.33;0.55.33;0.00.00;241;はい。.;discussion;d;V;42;240;A;M
0.55.40;0.55.42;0.00.01;242;なるほど 。.;discussion;d;E;43;241;N;all
0.55.47;0.55.52;0.00.05;243;諏訪 東京理科大 って 何学部とかが ある ん です か;discussion;d;Q;44;243;T;M
0.55.53;0.55.54;0.00.02;244;今 は 工学部 だけ で.;discussion;d;A;45;244;M;T
0.55.54;0.55.55;0.00.01;245;工学部.;discussion;d;E;46;244;T;M
0.55.55;0.56.02;0.00.07;246;工学部 で あの 機械 電気 工学科 と 情報 応用 工学科 の 2 種類 の 方 が;discussion;d;O;47;245;M;T
0.56.14;0.56.24;0.00.10;247;だから 結構 通信 に 寄っ て いる 感じ な ん です ね。 その。 情報 情報 工 とか 電気 工 とか ね なるほど。.;discussion;d;O;48;246;N;M
0.56.27;0.56.33;0.00.07;248;そこ に ここら 辺 サービス業 の ところ も 加えられないかな;discussion;d;P;49;247;N;all
0.56.38;0.56.38;0.00.00;249;サービス業。;discussion;d;E;50;248;;
0.56.40;0.57.03;0.00.23;250;やっぱり 観光 地 が 強い と いう か 観光 が 強い ので サービス 業 を 補助 する よう な 仕組み と いう か 例えば 通信 でも いい と 思う ん です けど 何 か こう理系 の もの づくり の 技術 使って 他 の 業種 を 手助け できる よう な 仕組み とか 作れ たら まあちょっと 面白い か な っていう うーんそうだな 。;discussion;d;O;51;249;N;all
0.57.08;0.57.12;0.00.04;251;大学院が経営学と 経営 工学 の 融合 教育 って書いてあるから 確かに入ってくるかも;discussion;d;O;52;250;T;N
0.57.16;0.57.40;0.00.23;252;もともと 経営 学部 も あっ た ん です けれども ちょっとあの学部 学科 の 再編 に ちょっと 今 なくなっ て しまっ て 名残 として は 経営 と 工学 の 融合 教育 っていう の が 伝統 的 に ある よう な 学校 な ので 大学院 の 方 で は 工学 的 な 視点 で の こと も 学ん で い ます;discussion;d;O;53;251;M;T
0.57.43;0.57.54;0.00.12;253;なんか この 諏訪理科ブランドの ミッション とか 見る と すでに 何 か 地元課題 の 解決 の ためだから 何 か サービス 業 とか と まだ 連携 し て ない ん だっ たら その ミッション に 沿ってるから;discussion;d;O;54;252;T;all
0.57.58;0.58.02;0.00.04;254;あれ GPS とか の 使い方 さっき どういう 使い方 って仰って まし た っけ;discussion;d;Q;1;254;N;M
0.58.03;0.58.05;0.00.01;255;子供 小学生 とか に 持たせて何処に行ったか;discussion;d;A;2;254;M;N
0.58.07;0.58.10;0.00.03;256;お守り 見守り みたい な 感じ でか;discussion;d;Q;3;255;N;M
0.58.11;0.58.12;0.00.01;257;そんな感じです;discussion;d;A;4;256;M;N
0.58.12;0.58.16;0.00.03;258;それって 高齢 者 の 方 とか に は 使っ て ない んですか;discussion;d;Q;5;257;N;M
0.58.16;0.58.16;0.00.00;259;まだやってないかな;discussion;d;A;6;258;M;N
0.58.19;0.58.22;0.00.03;260;でもなんか 山岳 子供 高齢 者メモリーっていうのが;discussion;d;O;7;259;T;M N
0.58.27;0.58.31;0.00.03;261;確かに まあ で も あんまり 本格 的 に は やっ て ない 感じなのかな;discussion;d;O;8;260;N;T
0.58.32;0.58.32;0.00.00;262;検証の段階;discussion;d;O;9;261;Z;N
0.58.34;0.58.35;0.00.01;263;うんうん そう です ね。;discussion;d;G;10;262;N;Z
0.58.37;0.58.41;0.00.04;264;登山 に 特価しているのかな 遭難 者 が いる から。 普通のスマホだと電波届かない時もあるので;discussion;d;O;11;263;T;N
0.58.53;0.59.01;0.00.08;265;なるほどなるほど 逆 に 普通 の 高齢 者 の 方 とか に は もう すでに ほか の 企業 さん も 提供 し てる 感じ な ん です か ね 逆 に 言う と;discussion;d;O;12;264;N;T
0.59.13;0.59.22;0.00.09;266;書いてあるんですね結構 小学生 見守り 高齢 者 見守り の レンタサイクル お守り の 形 に;discussion;d;O;13;265;T;N
0.59.24;0.59.33;0.00.08;267;面白いですね の お守り の 形 に なっ てるの それこそその 諏訪 大社 の あれと くっつけ たり とかし たら.;discussion;d;O;14;266;N;T
0.59.33;0.59.34;0.00.01;268;ああ 面白 い入れちゃうみたいな;discussion;d;E;15;267;T;N
0.59.36;0.59.45;0.00.09;269;入れちゃうみたいな感じでそ 神様 怒る かも しれ ない けど 目 を つむっ て もらっ て;discussion;d;O;16;268;N;T
0.59.49;0.59.49;0.00.00;270;面白い;discussion;d;E;17;269;T;N
0.59.52;1.01.20;0.01.27;271;なるほど いや でも まさに 間違い なく もの づくり とか 通信 に関して は 結構 行っ て いる とか が 多く て 結構 強み で も ある っていう風にはっていう 感じ ですね だから 観光 地 は やめる っていう 感じ じゃ なく て 観光 地 も 何 か 生かせる よう な 形 に は ちょ工っと し たい ですよね めちゃくちゃ 強い ので そこ は どうにかしても それ こそ 産学工 みたい な 感じ に なっ て ます けど。 そこ に。 結構 でも やっぱり もの づくり に 寄り すぎ ちゃっ て る 感じ な の か な 私 ちょっと 若干 そういう 風 に。 サービス業 とか の 連携 で 何 か できないかな じゃ ちょっと 違う 視点 で いってみ ますか もう少し 掘り下げ て;discussion;c;O;1;270;N;all
1.01.20;1.02.33;0.01.13;272;あ ちょっと よろしい です か あ。 今 青 青 を やっ てる ん だ と 思う ん です けど 非常 に いい な と も 思い ます けれども この 辺 で 少し 上 の オレンジ。 皆さん の 強み を 少し やっ て は どう か と 思う ん です っていう の は 結局 リソース って 今 見 てる の は どっち か って いう と 他 人事 で 一般 論 として 見 てる じゃ ない です か。 でも 皆さん は どういう 強み を 持っ て て どんな パッション を 持っ て て どんな 方向 性 を 目指し て いる の か っていう ね 具体 的 な 事業 は この 後 ニーズ と 照らし 合わせ て 考える ん だ けれども 皆さん こう ある程度 想い みたい な もの が ある わけ じゃ ない です か で だけど 皆さん だけ で できる わけ じゃ ない から その 青 を うまく 活かす 必要 が ある わけ じゃ ないですか。 そう する と どんな 青 を 生かす の か って いう の は 強み を 見 て みる と ある程度 見え て くる と 思う ん です よ だから オレンジ を やっ て 今度 は 自分事として青を もう 一 回 見直し て みる と 皆さん にとって 重要 な 青 って 見え て くる と 思う ん だ よ ね。 それ を もう少し 今 皆さん やっ た みたい に ネット を 使っ て 検索 し て もう ちょっと 深堀 する それ が できる と いい か な と 思います。;discussion;i;O;1;272;I;
1.02.40;1.02.40;0.00.00;273;そうですね やり ましょ う か じゃあ 18 分 だ から と 30 分 ぐらい まで に 書い て 5 分 ぐらい で 共有 し て  5 分 から 10 分 ぐらい 共有 し て また 5 分 ぐらい で を 青をもう 一 回 見直す っていう 感じ の タイム スケジュール で いいですかね45 分 ぐらい で;discussion;a;O;1;272;N;all
1.03.02;1.03.12;0.00.10;274;そんなに 強み 書く 時間 いらないかもしれない ５分ぐらい 自分 の 強み を たくさん 10 分 ぐらい かけ て 書くのちょっと難しいし;discussion;a;O;2;273;T;N
1.03.18;1.03.24;0.00.06;275;確かに OKですはーい じゃあ それぞれ 上 に 書いていく感じで じゃあえっと 25 分 ぐらい まででお願いします;discussion;a;VP;3;274;N;all
1.10.23;1.11.16;0.00.53;276;ちょっと 邪魔 し て いい です か 今 個人 ワーク で オレンジ 出し て も か な。結構 だ と 思う ん です けども ね と 最後 です ね アイデア 発想 に なる とき に まず 左側 で 言う と できれ ば 一番 内側 に 黄色 が 来 て 緑 とか グレー は それ より も 左側 に ある し て いただける と いい か な と いう の は 黄色 と 青 を 掛け合わ せ た アイデア を 作る って 時に なんか 黄色が一番内側にあるといいなってオレンジ は 黄色 と 青 の 上側 に 並べ て くれる と いい か な って 黄色 と 青 の 間 に アイデア を みんな 赤 で 入れ て いく ので 何 か 空間 を そういう ふう に 作っ て き た いい と 思います。すみません つまんない ことで 。.;discussion;i;O;1;276;I;
1.11.19;1.11.19;0.00.00;277;ちょっと それ は 後で 直し ましょ う.;discussion;a;P;2;276;N;I
1.11.19;1.11.19;0.00.00;278;はい後でよいと思います;discussion;a;V;3;277;I;
1.11.20;1.11.20;0.00.00;279;じゃあオレンジは.;discussion;d;O;4;278;N;all
1.11.20;1.11.20;0.00.00;280;強みは喋りながら喋っ て ない 人 が 聞き ながら 動かす って.;discussion;d;O;5;279;T;N
1.11.20;1.11.20;0.00.00;281;そう です ね;discussion;d;G;6;280;N;T
1.11.41;1.11.44;0.00.03;282;黄色 緑 グレー を 右 からでしたっけ。;discussion;d;Q;7;281;N;all
1.11.48;1.11.50;0.00.02;283;黄色 黄色 が 一番 右で;discussion;d;A;8;282;T;N
1.11.51;1.13.40;0.01.49;284;ああなるほど じゃあえっと 強み を 話し つつ っていう 感じ です ね。 強み とか 思い とか 最初 に 話す 人 きつい な じゃあ やり ます って 笑 ハードル を 一旦 下げ といて えーとなんかじゃあまあ 思い とか 強み っていう ところ で 参加 し た 理由 みたい な ところ か な と 思っ た けど 研究 の フィールドワールド の 一環 みたい な イメージ で 参加 し て います CSV みたい な もの やっ てる って 言った ん です けど それ の 一つ で 地域 クラ スター みたい な 考え方 が あっ て 地域 内 に お い て 発展 し て いく なんか すごい わかり やすい 例 で シリコンバレー みたい な 感じ な ん です けど ああ いう の が どういう ふう に 形成 さ れ て いく の か みたい な ところ で 地域 内 における 企業 と 他 の ところ 大学 だっ たり 官公庁 だっ たり とか また 自治体 とか そういった ところ と の 協力 関係 で どういう ふう に 地域 発展 する か を 考え て いき たい な と いう ところ で それ も フィールドワーク の 一環 として 参加 し た 感じ です ね 何 か ちょっと データ で 見 たり する んで 結構 現場 が わから なかっ たり とかし てる ので 実際 現場 で どういう 問題 が ある の か みたい な ところ を 見 たく て そういう 感じ で 参加 し まし た で 強み として は 去年 とか ちょっと EDGE NEXT の 運営 側 を やっ て たり とか は し た ので ちょっと 内部 事情 に 詳しい かも しれ ない です ね あと 問題 対応 能力 とか あと 学科 的 に 統計の 知識 とか を ちょっと だけ 知っ て たり し ます そんな 感じ の 人間 です。;discussion;d;O;1;283;N;all
1.13.42;1.13.45;0.00.02;285;へー すごい 内部事情 良いですね;discussion;d;E;2;284;T;N
1.13.51;1.13.56;0.00.05;286;何 か ちょっと だけ です けど ね こういう 風 に でき てる みたい な ぐらい の アレ です けれど;discussion;d;O;3;285;N;T
1.13.57;1.13.59;0.00.03;287;へー 裏 情報 聞きたい;discussion;d;O;4;286;T;N
1.14.01;1.14.06;0.00.04;288;裏情報は 裏 情報は 話し ちゃう と 怒ら れる の かこれ。;discussion;d;O;5;287;N;T
1.14.06;1.14.06;0.00.00;289;あーですねー;discussion;d;G;6;288;T;N
1.14.11;1.14.22;0.00.11;290;録画 さ れ てる ので 怖い です 一旦 とりあえず こんな 感じ です;discussion;d;O;7;289;N;T
1.14.22;1.14.22;0.00.00;291;はいあと10分.;discussion;d;R;8;291;T;
1.14.28;1.15.52;0.01.24;292;次 じゃあ私言おうかな 強み は えっと 基本 いろいろ な こと に 基本 いろいろ な こと に 興味 を 持てる 性格 な ので あと アルツハイマー 病 の 知識 は ちょっとだけ あり ます ね え はい そんな 感じ で えーっと 思い は 何 か ここ は ちょっと あんまり いい こと 書い て ない ん です けど なんか みんな 何 なんか 誰 でも 何 か 自分 の 幸せ だけ じゃ なく て 周り の 人 の 幸せ を 考え られる 人 って すごい 素敵 だ な って 思う し 自分 も そう なり たい な って 思う ん です けど それ って 本当に 何 か 自分 の 何 か 自分 が まず 自分 の 生活 の 安全 が 確保 さ れ てる とか そういう もの が あっ て こそ の 何 か そういう 気持ち な の か な って すごい 最近 思う んで だからこそ なんかこの ワークに応用する と し たら なんか その アクティブ シニア でし た っけ みたい な 感じ で その 自分 も 充実 し て て そこ を 自分 の 充実 が あっ て さらに 周り の 人 の 幸せ が ある みたい な そういう の って やっぱり 多少なりとも ある ん じゃ ない か な と 思っ たので みんな が 何 か 幸せ な 地域 みたい なのを 構築 でき たらって思います;discussion;d;O;1;291;T;all
1.15.54;1.15.57;0.00.02;293;めちゃくちゃ 言ってるじゃないですか 全然 大した 事あるっぽい;discussion;d;O;2;292;N;T
1.15.59;1.15.59;0.00.00;294;いやいやいや;discussion;d;E;3;293;T;N
1.16.01;1.16.01;0.00.00;295;なんかあれですか幸せのおすそ分けみたいな.;discussion;d;Q;4;294;N;T
1.16.06;1.16.26;0.00.20;296;はい そう ですねそうですそうです あの 堀 堀 潤 さん っていう ジャーナリスト の 方 が い て。 そ の 人 は すごい そこ から なんか 結構 世界 の こと とか なん だろ う 人 の ニュース の 主語 の 捉え 方 ネット 不安定でした.;discussion;d;OQ;5;295;T;N
1.16.29;1.16.30;0.00.01;297;ちょっと だけ.;discussion;d;A;6;296;N;T
1.16.30;1.16.30;0.00.00;298;聞こえてます.;discussion;d;A;7;297;T;N
1.16.30;1.16.30;0.00.00;299;今ははい;discussion;d;A;8;298;N;T
1.16.35;1.16.42;0.00.07;300;なんかネット が 不安定。 はい いろいろ 考える こと が 増え まし た っていう 感じ です 右 上 です。;discussion;d;O;9;299;T;all
1.16.43;1.16.46;0.00.03;301;ちなみに なんで アルツハイマー を 研究 しよ う と 思っ た んですか;discussion;d;Q;10;301;N;T
1.16.49;1.17.17;0.00.28;302;脳 に 興味 が あっ て そうですね ちょっと ネット が すごい 脳 に 興味 が あっ た ん です よ もともと それで うち の 学部 で 脳 の 研究 を し て た 先生 が アルツハイマー 病 の 研究 を し て た ん です それで その 流れで で 今 自分 も そういう 研究 に ですね;discussion;d;O;11;301;T;N
1.17.23;1.17.31;0.00.08;303;なるほど。 脳か脳 って なんか いろいろ 聞き ます けど すごい 実際 どんな 感じ です か 発展 し てる 感じ ですか;discussion;d;OQ;12;302;N;T
1.17.31;1.17.44;0.00.13;304;えええ 実際 よく わかん ない です 正直 複雑でむずすぎですねあれ は;discussion;d;A;13;303;T;N
1.17.45;1.17.48;0.00.03;305;そういう の も 積み重ね で 分かっていく 感じ ん です;discussion;d;Q;14;304;N;T
1.17.49;1.17.58;0.00.10;306;いや 本当に そう ですね ミクロ すぎる ぐらい です ね 視点が だいたい 研究 の 視点 とか が どうでもよく ね って 思っ ちゃう 事 研究してるこれ言ったら あれなんですけど細かすぎて細かってかんじです;discussion;d;O;15;305;T;N
1.18.09;1.18.20;0.00.10;307;なるほど 研究ってそんな感じですよね どう でも いい だろ う って 思い ながら でも 興味 ある から やるみたいな なるほど な 面白;discussion;d;O;16;306;N;T
1.18.22;1.18.22;0.00.00;308;ストレスありますか;discussion;d;Q;17;308;Z;N
1.18.30;1.18.31;0.00.01;309;研究 し て て;discussion;d;Q;18;308;N;Z
1.18.32;1.18.59;0.00.28;310;何ですか ストレス あり ますよ あり ますよ それ こそ 何 から 色んな こと に 興味 が 向いちゃう 性格 な んで 他 に も やり たい こと が たくさん あっ て それ を 研究 の せい で でき ない っていうのがストレス溜まる ああ 研究 し ない と と か そん な 感じ です 笑。;discussion;d;A;19;309;T;Z
1.19.08;1.19.08;0.00.00;311;続いて;discussion;d;I;1;311;N;all
